N,M,NIST_pass_status_1,NIST_pass_status_2,NIST_pass_status_3,NIST_pass_status_4,NIST_pass_status_5,NIST_pass_status_6,NIST_pass_status_7,NIST_pass_status_8,NIST_pass_status_9,NIST_pass_status_10,NIST_pass_status_11,NIST_pass_status_12,NIST_pass_status_13,NIST_pass_status_14,NIST_pass_status_15,NIST_pass_rate,autocorr_pass_status,autocorr_coefficient,runs_pass_status,runs_p_value
42,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010889010889010889,0,1.3671871995611638e-27
42,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010183010183010183,0,0.0
42,3,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,60.0,1,0.008117008117008117,0,4.860268128058516e-16
42,4,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011595011595011594,0,0.0
42,5,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,46.666666666666664,1,0.00839100839100839,0,0.0
42,6,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011453011453011454,0,2.389278442385996e-30
42,7,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009043009043009044,0,0.0
42,8,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010531010531010531,0,6.290130663539692e-26
42,9,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008833008833008834,0,1.0302195757434058e-18
42,10,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.00937100937100937,0,0.0
42,11,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009703009703009703,0,3.4035248759579898e-22
42,12,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011643011643011642,0,2.6734634040437006e-31
42,13,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011355011355011355,0,0.0
42,14,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009357009357009357,0,8.700561955950143e-21
42,15,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010235010235010234,0,1.398112419965417e-24
42,16,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008077008077008077,0,7.445250901499762e-16
42,17,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010443010443010443,0,0.0
42,18,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011997011997011997,0,3.857196475454765e-33
42,19,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010033010033010032,0,1.1138038895503035e-23
42,20,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.009639009639009639,0,6.034673916342983e-22
42,21,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.012063012063012062,0,0.0
42,22,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.011557011557011557,0,7.278336298082225e-31
42,23,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010743010743010742,0,0.0
42,24,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008461008461008461,0,2.8296541179656033e-17
42,25,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.012183012183012184,0,0.0
42,26,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.008709008709008708,0,3.1029776222332444e-18
42,27,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.007561007561007561,0,0.0
42,28,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00972900972900973,0,2.4813574492561663e-22
42,29,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.012883012883012883,0,0.0
42,30,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009897009897009897,0,4.697197843631937e-23
42,31,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010273010273010273,0,1.0772002880133423e-24
42,32,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009915009915009916,0,0.0
42,33,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011435011435011435,0,0.0
42,34,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010633010633010634,0,0.0
42,35,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01070901070901071,0,0.0
42,36,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.008921008921008921,0,4.667595351771302e-19
42,37,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.010299010299010298,0,7.208224155010327e-25
42,38,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010389010389010389,0,3.0514492105615796e-25
42,39,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008527008527008526,0,1.541420824105642e-17
42,40,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010795010795010796,0,4.121980831648326e-27
42,41,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.01075101075101075,0,6.729628010122248e-27
43,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.010843010843010844,0,0.0
43,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009527009527009528,0,0.0
43,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.007681007681007681,0,0.0
43,3,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01004101004101004,0,0.0
43,4,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,40.0,1,0.010905010905010904,0,1.2093448870395342e-27
43,5,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00811900811900812,0,5.168398854755931e-16
43,6,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009091009091009091,0,1.016882180763673e-19
43,7,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,40.0,1,0.010877010877010877,0,0.0
43,8,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01091901091901092,0,1.048249814565936e-27
43,9,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.012439012439012439,0,0.0
43,10,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009737009737009738,0,2.1472545958445175e-22
43,11,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00876900876900877,0,1.955754538166959e-18
43,12,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009607009607009607,0,0.0
43,13,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010145010145010146,0,3.858257664703522e-24
43,14,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009687009687009687,0,3.4968063500019582e-22
43,15,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010853010853010853,0,0.0
43,16,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01153101153101153,0,0.0
43,17,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009123009123009123,0,0.0
43,18,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010793010793010793,0,0.0
43,19,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009185009185009184,0,4.260119011966765e-20
43,20,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010943010943010943,0,0.0
43,21,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.011455011455011455,0,2.2587889182853148e-30
43,22,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010139010139010139,0,4.2369249728084986e-24
43,23,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011613011613011613,0,4.1613375649916545e-31
43,24,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.010797010797010797,0,3.644696562387557e-27
43,25,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010493010493010492,0,0.0
43,26,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01119101119101119,0,4.5817290989072626e-29
43,27,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.00933100933100933,0,1.0598003620046106e-20
43,28,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008867008867008867,0,0.0
43,29,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00863900863900864,0,0.0
43,30,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.010661010661010661,0,0.0
43,31,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011953011953011954,0,6.344739500639032e-33
43,32,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.007395007395007395,0,0.0
43,33,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009743009743009743,0,2.0083578421759645e-22
43,34,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010893010893010893,0,0.0
43,35,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010477010477010476,0,0.0
43,36,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00826100826100826,0,1.5875291508107758e-16
43,37,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.007939007939007939,0,0.0
43,38,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009105009105009105,0,9.251654453695504e-20
43,39,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.007215007215007215,0,5.434546900836016e-13
43,40,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011393011393011392,0,0.0
43,41,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010013010013010012,0,0.0
43,42,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009027009027009028,0,1.7837671279351122e-19
44,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010181010181010182,0,2.5876258854344297e-24
44,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009253009253009254,0,2.203385638402724e-20
44,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010329010329010329,0,0.0
44,3,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009587009587009587,0,9.410389118919137e-22
44,4,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.010645010645010645,0,0.0
44,5,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009973009973009973,0,0.0
44,6,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,60.0,1,0.01006101006101006,0,8.435961917569555e-24
44,7,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011995011995011995,0,3.8385081321602334e-33
44,8,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010683010683010682,0,0.0
44,9,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,26.666666666666668,1,0.006509006509006509,0,8.402504624080168e-11
44,10,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009679009679009679,0,0.0
44,11,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009055009055009056,0,1.4582925980965277e-19
44,12,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010303010303010302,0,7.264054198609998e-25
44,13,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.008347008347008347,0,0.0
44,14,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010447010447010447,0,0.0
44,15,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009217009217009218,0,0.0
44,16,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.007405007405007405,0,0.0
44,17,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.0095010095010095,0,2.131762431263943e-21
44,18,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011181011181011181,0,5.134462709151274e-29
44,19,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.010733010733010733,0,7.787427154351226e-27
44,20,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010207010207010207,0,0.0
44,21,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,53.333333333333336,1,0.008283008283008283,0,0.0
44,22,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009577009577009576,0,1.1402248030428649e-21
44,23,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.010217010217010217,0,0.0
44,24,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009393009393009393,0,0.0
44,25,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011411011411011411,0,3.833722686020005e-30
44,26,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009163009163009163,0,5.09478632109116e-20
44,27,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008753008753008752,0,0.0
44,28,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009027009027009028,0,2.0412071450929684e-19
44,29,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,40.0,1,0.011105011105011105,0,0.0
44,30,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011123011123011122,0,9.824092749303561e-29
44,31,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010165010165010166,0,0.0
44,32,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.0116990116990117,0,0.0
44,33,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010403010403010404,0,0.0
44,34,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.0098990098990099,0,4.665283897208893e-23
44,35,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.007255007255007255,0,4.113893047467873e-13
44,36,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,26.666666666666668,1,0.009931009931009932,0,3.4352622168225264e-23
44,37,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010863010863010863,0,1.8404466191212494e-27
44,38,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.0094990094990095,0,0.0
44,39,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011371011371011371,0,0.0
44,40,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010335010335010336,0,5.059117058051692e-25
44,41,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.011003011003011003,0,4.052871959726808e-28
44,42,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,46.666666666666664,1,0.009217009217009218,0,3.087432980537965e-20
44,43,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008585008585008585,0,9.533389439294084e-18
45,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01086101086101086,0,1.9444492487494985e-27
45,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010853010853010853,0,0.0
45,2,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.011771011771011771,0,5.904792202918816e-32
45,3,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008815008815008815,0,1.2252083398168117e-18
45,4,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009055009055009056,0,1.3785298272585945e-19
45,5,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.012067012067012066,0,1.653059437652268e-33
45,6,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.011235011235011236,0,2.7786663220805855e-29
45,7,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010183010183010183,0,2.5231991546042996e-24
45,8,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.008943008943008942,0,0.0
45,9,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00932900932900933,0,0.0
45,10,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010681010681010681,0,0.0
45,11,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00851100851100851,0,1.760809369663806e-17
45,12,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.008453008453008453,0,3.2336034621600684e-17
45,13,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010767010767010768,0,0.0
45,14,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010367010367010368,0,3.9946848872992477e-25
45,15,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009821009821009821,0,9.701608348204813e-23
45,16,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009655009655009655,0,4.737503864054824e-22
45,17,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.0113010113010113,0,1.321059922350468e-29
45,18,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.007863007863007863,0,3.897282362682758e-15
45,19,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010913010913010912,0,0.0
45,20,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009477009477009477,0,2.928167526938443e-21
45,21,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.01017101017101017,0,2.6992895562582834e-24
45,22,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01087901087901088,0,0.0
45,23,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.008553008553008553,0,1.2198019192396948e-17
45,24,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.0109010109010109,0,0.0
45,25,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011427011427011427,0,0.0
45,26,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.010389010389010389,0,0.0
45,27,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.0107990107990108,0,0.0
45,28,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.012109012109012109,0,9.980527683517509e-34
45,29,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009625009625009624,0,6.358765223029725e-22
45,30,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009677009677009678,0,0.0
45,31,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009549009549009549,0,1.397315083337612e-21
45,32,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009591009591009591,0,0.0
45,33,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009279009279009279,0,0.0
45,34,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.010193010193010194,0,2.1806639885837047e-24
45,35,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.00862100862100862,0,6.695746094170253e-18
45,36,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010133010133010134,0,4.039377087310336e-24
45,37,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.013741013741013742,0,0.0
45,38,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,46.666666666666664,1,0.007957007957007958,0,1.7791158621685214e-15
45,39,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.010299010299010298,0,8.025841914048071e-25
45,40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008977008977008977,0,3.1494610511416157e-19
45,41,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010423010423010423,0,0.0
45,42,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011119011119011118,0,0.0
45,43,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010845010845010845,0,2.1581897885179163e-27
45,44,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,26.666666666666668,1,0.009763009763009763,0,0.0
46,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009217009217009218,0,3.540021291403996e-20
46,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010647010647010647,0,1.9546045649061618e-26
46,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009717009717009718,0,0.0
46,3,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010425010425010425,0,1.9307834130699e-25
46,4,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.010257010257010257,0,1.1122681236520687e-24
46,5,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011295011295011296,0,0.0
46,6,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01065101065101065,0,1.8103827489053567e-26
46,7,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008637008637008637,0,5.833587846692235e-18
46,8,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009065009065009065,0,0.0
46,9,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,46.666666666666664,1,0.007995007995007995,0,0.0
46,10,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,33.33333333333333,1,0.008905008905008905,0,6.186697262804936e-19
46,11,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.008077008077008077,0,0.0
46,12,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010091010091010091,0,0.0
46,13,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010173010173010174,0,0.0
46,14,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,33.33333333333333,1,0.010973010973010972,0,0.0
46,15,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009397009397009397,0,0.0
46,16,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.007561007561007561,0,0.0
46,17,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009151009151009151,0,0.0
46,18,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.007609007609007609,0,0.0
46,19,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.012007012007012006,0,0.0
46,20,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.012981012981012981,0,1.6718074177130834e-38
46,21,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.012637012637012637,0,0.0
46,22,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.00992100992100992,0,0.0
46,23,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008995008995008996,0,0.0
46,24,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009345009345009345,0,0.0
46,25,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010025010025010024,0,1.2983179815432885e-23
46,26,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009683009683009683,0,3.7064125332655e-22
46,27,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009801009801009801,0,1.1852323959587855e-22
46,28,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009473009473009473,0,0.0
46,29,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009933009933009933,0,3.118564598517751e-23
46,30,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.008521008521008521,0,0.0
46,31,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.009395009395009394,0,6.181963416603206e-21
46,32,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.01197101197101197,0,0.0
46,33,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009825009825009825,0,9.452885684298617e-23
46,34,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010995010995010995,0,0.0
46,35,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,40.0,1,0.009525009525009525,0,1.6697213014435575e-21
46,36,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009493009493009493,0,0.0
46,37,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.010959010959010959,0,6.375550903389726e-28
46,38,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.00999900999901,0,0.0
46,39,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010723010723010722,0,8.171293782575017e-27
46,40,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01125901125901126,0,0.0
46,41,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010613010613010614,0,0.0
46,42,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010325010325010325,0,5.676064240359456e-25
46,43,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.011867011867011867,0,0.0
46,44,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.011769011769011769,0,5.767533595232541e-32
46,45,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01070901070901071,0,0.0
47,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.01085901085901086,0,2.1281147588662403e-27
47,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,53.333333333333336,1,0.009639009639009639,0,5.598329624480659e-22
47,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.010255010255010254,0,0.0
47,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,33.33333333333333,1,0.012047012047012046,0,0.0
47,4,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,40.0,1,0.009397009397009397,0,6.248274191580315e-21
47,5,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,46.666666666666664,1,0.010673010673010673,0,0.0
